survey_prefix,area_code,datatype_code,size_code,ownership_code,industry_code,industry_title,year,aggregation_level,first_quarter_status_code,first_quarter_number_of_establishments,january_employment,february_employment,march_employment,first_quarter_total_wages,first_quarter_taxable_wages,first_quarter_contributions,first_quarter_average_weekly_wage,second_quarter_status_code,second_quarter_number_of_establishments,april_employment,may_employment,june_employment,second_quarter_total_wages,second_quarter_taxable_wages,second_quarter_contributions,second_quarter_average_weekly_wage,third_quarter_status_code,third_quarter_number_of_establishments,july_employment,august_employment,september_employment,third_quarter_total_wages,third_quarter_taxable_wages,third_quarter_contributions,third_quarter_average_weekly_wage,fourth_quarter_status_code,fourth_quarter_number_of_establishments,october_employment,november_employment,december_employment,fourth_quarter_total_wages,fourth_quarter_taxable_wages,fourth_quarter_contributions,fourth_quarter_average_weekly_wage,annual_status_code,annual_average_number_of_establishments,annual_average_employment,annual_total_wages,annual_taxable_wages,annual_contributions,annual_average_weekly_wage,annual_average_pay
ENU,48423,0,0,2,92215,Parole offices and probation offices,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,2,922150,Parole offices and probation offices,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,2,923,Administration of human resource programs,2010,75,,6,299,301,302,3263337,0,0,835,,6,304,305,304,3285568,0,0,830,,6,306,307,306,3280730,0,0,824,,6,308,309,306,3288292,0,0,822,,6,305,13117927,0,0,828,43045
ENU,48423,0,0,2,9231,Administration of human resource programs,2010,76,,6,299,301,302,3263337,0,0,835,,6,304,305,304,3285568,0,0,830,,6,306,307,306,3280730,0,0,824,,6,308,309,306,3288292,0,0,822,,6,305,13117927,0,0,828,43045
ENU,48423,0,0,2,92312,Administration of public health programs,2010,77,,3,266,268,269,2919763,0,0,839,,3,271,272,271,2940363,0,0,834,,3,273,274,273,2939791,0,0,827,,3,275,276,273,2944556,0,0,825,,3,272,11744473,0,0,831,43218
ENU,48423,0,0,2,923120,Administration of public health programs,2010,78,,3,266,268,269,2919763,0,0,839,,3,271,272,271,2940363,0,0,834,,3,273,274,273,2939791,0,0,827,,3,275,276,273,2944556,0,0,825,,3,272,11744473,0,0,831,43218
ENU,48423,0,0,2,92313,Other human resource programs administration,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,2,923130,Other human resource programs administration,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,2,92314,Administration of veterans' affairs,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,2,923140,Administration of veterans' affairs,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,2,924,Administration of environmental programs,2010,75,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,2,9241,Administration of environmental programs,2010,76,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,2,92411,"Air, water, and waste program administration",2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,2,924110,"Air, water, and waste program administration",2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,2,92412,Administration of conservation programs,2010,77,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,2,924120,Administration of conservation programs,2010,78,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,2,926,Administration of economic programs,2010,75,,6,45,45,45,394823,0,0,675,,6,44,44,43,388323,0,0,684,,6,42,42,39,383229,0,0,719,,6,37,37,37,349865,0,0,727,,6,42,1516240,0,0,700,36390
ENU,48423,0,0,2,9261,Administration of economic programs,2010,76,,6,45,45,45,394823,0,0,675,,6,44,44,43,388323,0,0,684,,6,42,42,39,383229,0,0,719,,6,37,37,37,349865,0,0,727,,6,42,1516240,0,0,700,36390
ENU,48423,0,0,2,92614,Agricultural market and commodity regulation,2010,77,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,2,926140,Agricultural market and commodity regulation,2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,2,92615,Licensing and regulating commercial sectors,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,2,926150,Licensing and regulating commercial sectors,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,10,"Total, all industries",2010,71,,55,9311,9369,9386,79325761,3082582,64726,652,,55,9588,9558,9191,82084015,833303,17492,668,,55,6648,6679,9043,81346403,286909,6021,839,,55,9545,9786,9773,85832800,201295,4221,681,,55,8990,328588979,4404089,92460,703,36552
ENU,48423,0,0,3,101,Goods-Producing,2010,72,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,3,1012,Construction,2010,73,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,3,102,Service-Providing,2010,72,N,52,0,0,0,0,0,0,0,N,52,0,0,0,0,0,0,0,N,52,0,0,0,0,0,0,0,N,52,0,0,0,0,0,0,0,N,52,0,0,0,0,0,0
ENU,48423,0,0,3,1021,"Trade, Transportation, and Utilities",2010,73,,3,102,104,103,873821,0,0,653,,3,108,103,104,913874,0,0,670,,3,101,99,99,1030909,0,0,796,,3,98,97,100,1017383,0,0,796,,3,102,3835987,0,0,727,37793
ENU,48423,0,0,3,1022,Information,2010,73,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,1024,Professional and Business Services,2010,73,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,1025,Education and Health Services,2010,73,,13,7260,7314,7334,59939531,1935720,40649,631,,13,7533,7506,7121,61269590,629504,13218,638,,13,4625,4646,7040,60559124,162791,3419,857,,13,7553,7829,7819,63955210,93603,1964,636,,13,6965,245723455,2821618,59250,678,35280
ENU,48423,0,0,3,1026,Leisure and Hospitality,2010,73,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,1028,Public Administration,2010,73,,32,1659,1659,1659,16534706,1135365,23836,767,,32,1666,1667,1666,17788266,198837,4170,821,,32,1620,1644,1642,17611758,117127,2456,828,,32,1639,1619,1612,18765010,100124,2099,889,,32,1646,70699740,1551453,32561,826,42952
ENU,48423,0,0,3,22,Utilities,2010,74,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,221,Utilities,2010,75,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,2213,"Water, sewage and other systems",2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,22131,Water supply and irrigation systems,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,221310,Water supply and irrigation systems,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,22132,Sewage treatment facilities,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,221320,Sewage treatment facilities,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,23,Construction,2010,74,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,3,237,Heavy and civil engineering construction,2010,75,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,3,2371,Utility system construction,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,23711,Water and sewer system construction,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,237110,Water and sewer system construction,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,2373,"Highway, street, and bridge construction",2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,23731,"Highway, street, and bridge construction",2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,237310,"Highway, street, and bridge construction",2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,48-49,Transportation and warehousing,2010,74,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,488,Support activities for transportation,2010,75,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,4881,Support activities for air transportation,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,48811,Airport operations,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,488119,Other airport operations,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,51,Information,2010,74,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,519,Other information services,2010,75,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,5191,Other information services,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,51912,Libraries and archives,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,519120,Libraries and archives,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,56,Administrative and waste services,2010,74,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,562,Waste management and remediation services,2010,75,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,5622,Waste treatment and disposal,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,56221,Waste treatment and disposal,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,562212,Solid waste landfill,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,61,Educational services,2010,74,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0
ENU,48423,0,0,3,611,Educational services,2010,75,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0
ENU,48423,0,0,3,6111,Elementary and secondary schools,2010,76,,8,6032,6102,6111,49855126,0,0,631,,8,6002,5990,5919,50908469,0,0,656,,8,3405,3452,5563,49675355,0,0,923,,8,5975,6225,6215,52613767,0,0,659,,8,5583,203052717,0,0,699,36373
ENU,48423,0,0,3,61111,Elementary and secondary schools,2010,77,,8,6032,6102,6111,49855126,0,0,631,,8,6002,5990,5919,50908469,0,0,656,,8,3405,3452,5563,49675355,0,0,923,,8,5975,6225,6215,52613767,0,0,659,,8,5583,203052717,0,0,699,36373
ENU,48423,0,0,3,611110,Elementary and secondary schools,2010,78,,8,6032,6102,6111,49855126,0,0,631,,8,6002,5990,5919,50908469,0,0,656,,8,3405,3452,5563,49675355,0,0,923,,8,5975,6225,6215,52613767,0,0,659,,8,5583,203052717,0,0,699,36373
ENU,48423,0,0,3,6112,Junior colleges,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,61121,Junior colleges,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,611210,Junior colleges,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,62,Health care and social assistance,2010,74,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,3,621,Ambulatory health care services,2010,75,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,6215,Medical and diagnostic laboratories,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,62151,Medical and diagnostic laboratories,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,621512,Diagnostic imaging centers,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,624,Social assistance,2010,75,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,3,6241,Individual and family services,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,62412,Services for the elderly and disabled,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,624120,Services for the elderly and disabled,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,62419,Other individual and family services,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,624190,Other individual and family services,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,6242,Emergency and other relief services,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,62423,Emergency and other relief services,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,624230,Emergency and other relief services,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,71,"Arts, entertainment, and recreation",2010,74,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,712,"Museums, historical sites, zoos, and parks",2010,75,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,7121,"Museums, historical sites, zoos, and parks",2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,71219,Nature parks and other similar institutions,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,712190,Nature parks and other similar institutions,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,92,Public Administration,2010,74,,32,1659,1659,1659,16534706,1135365,23836,767,,32,1666,1667,1666,17788266,198837,4170,821,,32,1620,1644,1642,17611758,117127,2456,828,,32,1639,1619,1612,18765010,100124,2099,889,,32,1646,70699740,1551453,32561,826,42952
ENU,48423,0,0,3,921,"Executive, legislative and general government",2010,75,,14,381,379,381,3379536,1076800,22608,684,,14,392,390,386,3699745,182733,3833,731,,14,380,374,377,3680887,112444,2359,751,,14,374,374,378,3875199,95864,2010,794,,14,381,14635367,1467841,30810,740,38464
ENU,48423,0,0,3,9211,"Executive, legislative and general government",2010,76,,14,381,379,381,3379536,1076800,22608,684,,14,392,390,386,3699745,182733,3833,731,,14,380,374,377,3680887,112444,2359,751,,14,374,374,378,3875199,95864,2010,794,,14,381,14635367,1467841,30810,740,38464
ENU,48423,0,0,3,92113,Public finance activities,2010,77,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,3,921130,Public finance activities,2010,78,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,3,92114,"Executive and legislative offices, combined",2010,77,,10,236,236,237,2005122,757725,15908,653,,10,241,241,236,2194974,177809,3730,705,,10,234,230,230,2193617,112444,2359,729,,10,227,228,229,2299762,83358,1748,776,,10,234,8693475,1131336,23745,715,37191
ENU,48423,0,0,3,921140,"Executive and legislative offices, combined",2010,78,,10,236,236,237,2005122,757725,15908,653,,10,241,241,236,2194974,177809,3730,705,,10,234,230,230,2193617,112444,2359,729,,10,227,228,229,2299762,83358,1748,776,,10,234,8693475,1131336,23745,715,37191
ENU,48423,0,0,3,92119,Other general government support,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,921190,Other general government support,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,922,"Justice, public order, and safety activities",2010,75,,9,1167,1172,1174,12240209,0,0,804,,9,1173,1178,1175,13115750,0,0,858,,9,1137,1166,1161,12902186,0,0,860,,9,1164,1147,1134,13996015,0,0,938,,9,1162,52254160,0,0,865,44956
ENU,48423,0,0,3,9221,"Justice, public order, and safety activities",2010,76,,9,1167,1172,1174,12240209,0,0,804,,9,1173,1178,1175,13115750,0,0,858,,9,1137,1166,1161,12902186,0,0,860,,9,1164,1147,1134,13996015,0,0,938,,9,1162,52254160,0,0,865,44956
ENU,48423,0,0,3,92211,Courts,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,922110,Courts,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,92212,Police protection,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,922120,Police protection,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,92213,Legal counsel and prosecution,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,922130,Legal counsel and prosecution,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,3,92215,Parole offices and probation offices,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,922150,Parole offices and probation offices,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,92216,Fire protection,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,922160,Fire protection,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,3,923,Administration of human resource programs,2010,75,,5,79,76,72,664940,0,0,676,,5,68,67,73,708629,0,0,786,,5,73,73,75,767590,0,0,802,,5,73,70,73,630345,0,0,673,,5,73,2771504,0,0,733,38140
